trip_id,start_time,end_time,duration_minutes,speed_min,speed_max,speed_avg,voltage_min,voltage_max,voltage_avg,current_min,current_max,current_avg,soc_start,soc_end,soc_min,soc_max,motor_temp_min,motor_temp_max,motor_temp_avg,cell_temp_min,cell_temp_max,cell_temp_avg,distance_km,energy_consumed_kwh
T111,2024-02-01 22:40:00+00:00,2024-02-02 01:00:00+00:00,140,-3.16,82.08,38.77,0.07,373.46,360.56,-51.14,156.19,44.72,59.72,54.68,54.06,39.71,-0.62,69.98,62.73,33.0,42.02,42.75,48.75,6.53
T112,2024-02-01 22:50:00+00:00,2024-02-02 01:22:00+00:00,152,-2.22,91.75,62.07,275.55,379.82,355.92,-45.86,104.15,52.05,94.28,70.22,22.95,42.31,38.1,70.14,65.3,34.7,47.46,42.96,42.65,3.63
T113,2024-02-01 23:00:00+00:00,2024-02-02 01:41:00+00:00,161,-3.49,110.43,56.91,144.96,383.33,353.2,-44.53,122.42,56.9,92.37,72.59,53.84,90.53,3.95,79.54,53.65,35.28,53.43,35.23,32.38,4.98
T114,2024-02-01 23:10:00+00:00,2024-02-01 23:44:00+00:00,34,-1.79,90.57,57.63,84.52,373.4,342.32,-37.72,149.57,57.25,91.86,25.5,66.63,72.87,40.16,79.65,61.18,34.56,49.35,40.24,65.05,3.88
T115,2024-02-01 23:20:00+00:00,2024-02-02 01:26:00+00:00,126,-1.73,110.32,48.34,334.65,383.11,336.35,-42.32,137.66,41.96,51.97,61.02,53.64,64.65,14.36,92.16,62.3,31.08,50.13,35.38,93.08,6.18
T116,2024-02-01 23:30:00+00:00,2024-02-02 01:30:00+00:00,120,-0.76,83.25,43.91,105.31,378.06,346.3,-40.59,130.22,38.94,54.08,24.36,24.64,65.88,-0.81,78.76,60.56,29.9,50.59,46.98,96.51,4.35
T117,2024-02-01 23:40:00+00:00,2024-02-02 00:04:00+00:00,24,-3.36,100.55,49.37,15.35,365.63,350.36,-47.98,153.86,39.21,60.1,71.68,28.77,85.21,5.38,94.29,57.58,37.91,49.35,40.29,24.04,5.97
T118,2024-02-01 23:50:00+00:00,2024-02-02 00:25:00+00:00,35,-1.87,74.12,40.57,60.03,381.8,360.85,-51.23,104.23,52.01,64.52,60.51,52.13,62.07,33.27,76.59,65.38,33.91,55.74,42.71,36.04,6.7
T119,2024-02-02 00:00:00+00:00,2024-02-02 02:46:00+00:00,166,-1.0,81.28,48.7,318.72,362.96,361.98,-38.08,100.28,57.05,64.56,47.18,56.82,57.7,6.62,79.19,67.79,35.7,52.03,36.45,50.19,6.13
T120,2024-02-02 00:10:00+00:00,2024-02-02 02:27:00+00:00,137,-2.26,72.42,49.22,218.6,365.94,360.09,-40.53,143.86,75.07,70.88,58.57,42.88,79.99,0.9,79.61,72.71,34.25,38.95,40.59,25.0,4.47
T121,2024-02-02 00:20:00+00:00,2024-02-02 03:09:00+00:00,169,-0.09,103.48,62.53,147.05,362.69,329.83,-36.93,104.53,71.91,47.02,49.12,63.16,71.97,23.75,84.68,66.88,29.57,49.06,38.42,89.95,4.86
T122,2024-02-02 00:30:00+00:00,2024-02-02 03:18:00+00:00,168,-3.04,95.35,62.92,182.17,372.78,349.93,-37.53,127.55,39.45,75.72,54.85,22.76,63.03,6.39,89.29,62.56,28.78,48.87,36.03,25.04,3.87
T123,2024-02-02 00:40:00+00:00,2024-02-02 01:25:00+00:00,45,-3.41,75.41,52.84,43.65,364.74,361.33,-51.44,121.68,61.38,91.4,42.63,58.79,67.81,55.42,85.36,59.45,36.71,40.13,41.01,96.31,6.18
T124,2024-02-02 00:50:00+00:00,2024-02-02 01:41:00+00:00,51,-3.65,84.37,49.87,23.36,372.46,358.84,-42.59,114.69,67.91,89.15,65.32,55.47,92.1,30.3,76.79,76.07,30.12,42.69,44.74,63.84,4.3
T125,2024-02-02 01:00:00+00:00,2024-02-02 02:04:00+00:00,64,-0.4,101.87,58.05,249.02,376.19,352.03,-47.38,150.68,41.5,71.83,56.15,74.02,87.62,0.96,93.45,75.06,37.22,43.82,41.79,71.0,2.83
T126,2024-02-02 01:10:00+00:00,2024-02-02 02:42:00+00:00,92,-4.73,111.03,47.26,163.52,371.27,360.35,-45.43,116.55,49.59,81.45,44.45,27.35,89.01,17.94,70.92,53.79,28.73,39.59,39.62,44.82,6.31
T127,2024-02-02 01:20:00+00:00,2024-02-02 02:43:00+00:00,83,-4.67,87.5,39.74,251.31,383.45,336.49,-51.94,98.21,53.51,46.82,44.13,76.3,81.12,50.5,70.86,53.61,33.77,47.69,46.16,97.5,6.63
T128,2024-02-02 01:30:00+00:00,2024-02-02 02:10:00+00:00,40,-4.96,74.29,52.25,1.58,368.6,350.5,-35.89,109.41,37.28,62.75,67.37,35.86,67.21,-3.5,87.37,63.01,30.63,57.06,34.04,36.71,4.53
T129,2024-02-02 01:40:00+00:00,2024-02-02 04:04:00+00:00,144,-4.05,82.18,48.58,167.71,378.87,337.78,-35.05,122.58,62.55,75.56,42.37,25.86,70.95,11.62,78.5,57.86,29.05,45.79,40.89,53.23,5.65
T130,2024-02-02 01:50:00+00:00,2024-02-02 03:25:00+00:00,95,-4.97,88.97,39.08,271.73,377.31,337.96,-44.18,141.94,56.7,72.19,34.74,58.96,68.93,13.05,68.5,55.46,28.94,46.27,33.97,38.84,6.27
T131,2024-02-02 02:00:00+00:00,2024-02-02 02:45:00+00:00,45,-2.17,112.2,60.0,1.24,369.93,354.58,-49.96,137.28,50.99,52.7,41.61,59.33,93.68,29.78,91.09,56.65,28.88,44.69,43.03,90.66,2.93
T132,2024-02-02 02:10:00+00:00,2024-02-02 04:14:00+00:00,124,-1.52,82.19,52.29,196.13,374.37,329.69,-40.35,104.42,66.37,75.7,46.7,65.56,81.96,49.81,82.35,54.61,34.04,42.74,36.49,51.9,3.1
T133,2024-02-02 02:20:00+00:00,2024-02-02 02:48:00+00:00,28,-1.23,84.75,52.05,274.76,364.22,337.91,-50.09,146.56,39.13,76.44,53.36,61.41,68.82,5.57,92.73,68.01,30.8,39.67,41.88,97.59,4.33
T134,2024-02-02 02:30:00+00:00,2024-02-02 05:07:00+00:00,157,-3.89,100.01,56.05,323.42,379.22,356.51,-35.15,99.6,40.07,60.81,43.78,35.69,51.1,-1.21,80.66,72.43,30.71,56.21,45.75,94.2,5.52
T135,2024-02-02 02:40:00+00:00,2024-02-02 03:11:00+00:00,31,-4.7,96.75,58.06,24.25,384.18,336.78,-44.84,98.39,47.79,53.0,52.81,37.89,80.08,51.12,69.78,61.88,30.93,38.68,42.2,40.44,5.46
T136,2024-02-02 02:50:00+00:00,2024-02-02 04:07:00+00:00,77,-1.97,103.48,61.16,44.19,383.91,342.91,-47.49,102.59,36.14,69.82,31.5,61.81,48.13,49.35,91.22,63.6,36.67,52.68,36.5,48.41,3.1
T137,2024-02-02 03:00:00+00:00,2024-02-02 04:22:00+00:00,82,-4.61,76.12,55.35,210.19,370.86,343.6,-42.22,124.13,45.56,40.7,43.5,40.54,57.31,18.96,89.02,64.5,37.89,56.31,38.92,32.18,4.68
T138,2024-02-02 03:10:00+00:00,2024-02-02 04:57:00+00:00,107,-0.91,99.14,40.23,-1.58,372.24,342.77,-36.7,124.74,50.25,63.47,35.6,31.23,62.56,2.67,71.89,56.57,35.63,39.2,39.15,71.23,5.49
T139,2024-02-02 03:20:00+00:00,2024-02-02 03:55:00+00:00,35,-0.9,89.12,60.48,83.13,381.48,342.4,-36.15,117.67,55.34,92.72,34.83,41.16,43.17,24.28,73.98,55.03,34.88,57.66,35.6,100.79,3.69
T140,2024-02-02 03:30:00+00:00,2024-02-02 05:16:00+00:00,106,-2.73,112.92,49.36,45.12,375.47,331.08,-35.19,134.79,61.44,57.84,45.75,58.58,64.93,15.22,71.74,59.14,36.23,54.65,44.61,81.27,6.36
T141,2024-02-02 03:40:00+00:00,2024-02-02 04:49:00+00:00,69,-0.61,83.72,59.15,197.01,375.13,337.48,-38.16,98.07,57.82,53.87,67.7,59.67,38.73,27.27,86.71,72.29,30.7,53.25,43.11,82.44,5.94
T142,2024-02-02 03:50:00+00:00,2024-02-02 05:43:00+00:00,113,-1.38,77.43,50.37,6.78,368.01,358.59,-50.41,108.64,55.33,81.84,46.98,57.83,89.17,19.62,70.86,76.74,31.9,47.26,46.13,30.23,3.91
T143,2024-02-02 04:00:00+00:00,2024-02-02 06:00:00+00:00,120,-1.72,100.41,39.65,118.32,380.96,339.22,-35.64,123.76,49.13,89.29,33.63,67.73,55.82,47.34,76.95,73.67,35.61,47.21,38.63,82.22,5.73
T144,2024-02-02 04:10:00+00:00,2024-02-02 05:39:00+00:00,89,-1.09,103.1,58.98,196.27,382.95,351.79,-39.37,117.35,44.44,51.64,56.44,24.55,47.13,14.05,69.93,56.41,37.29,40.84,36.08,63.95,4.94
T145,2024-02-02 04:20:00+00:00,2024-02-02 06:41:00+00:00,141,-4.77,87.48,39.84,188.45,379.21,341.79,-36.07,112.29,51.34,93.14,49.41,24.41,61.55,42.37,82.91,56.39,35.78,47.12,34.6,78.69,3.66
T146,2024-02-02 04:30:00+00:00,2024-02-02 06:06:00+00:00,96,-4.04,93.11,63.0,333.5,363.64,342.71,-45.94,146.15,55.81,49.65,63.23,50.03,87.08,29.56,82.86,64.11,30.65,49.58,38.57,49.35,5.34
T147,2024-02-02 04:40:00+00:00,2024-02-02 07:10:00+00:00,150,-1.92,78.52,40.97,167.73,377.69,333.75,-44.03,99.55,71.76,83.55,24.01,74.13,40.99,-1.38,77.05,71.32,37.04,43.05,40.52,26.49,4.81
T148,2024-02-02 04:50:00+00:00,2024-02-02 07:03:00+00:00,133,-2.73,79.55,46.48,8.3,382.57,336.23,-46.59,140.52,72.1,45.66,42.12,59.35,44.57,44.87,75.36,56.52,30.6,52.7,40.19,91.53,4.77
T149,2024-02-02 05:00:00+00:00,2024-02-02 06:43:00+00:00,103,-4.35,87.64,44.12,213.97,366.42,352.38,-37.0,151.07,45.6,47.81,60.26,61.26,78.21,-7.82,74.15,54.86,29.44,57.56,39.76,91.97,5.99
T150,2024-02-02 05:10:00+00:00,2024-02-02 08:05:00+00:00,175,-3.07,82.55,63.01,224.41,366.4,329.86,-46.09,137.24,68.83,72.87,76.81,34.72,57.09,25.44,80.24,58.94,34.44,43.95,39.23,30.44,3.98
T151,2024-02-02 05:20:00+00:00,2024-02-02 07:30:00+00:00,130,-0.99,99.23,55.0,299.51,368.15,343.58,-40.37,130.58,62.3,61.86,58.48,40.72,74.37,14.1,86.25,75.64,29.71,56.48,35.03,38.75,3.21
T152,2024-02-02 05:30:00+00:00,2024-02-02 06:20:00+00:00,50,-3.87,89.21,47.62,148.88,384.45,354.01,-50.84,151.36,50.74,73.91,41.4,28.92,89.61,-3.36,87.52,68.35,32.53,47.11,44.35,52.13,5.5
T153,2024-02-02 05:40:00+00:00,2024-02-02 08:24:00+00:00,164,-2.89,77.2,55.53,66.71,374.57,357.74,-49.17,133.71,72.56,39.96,29.52,62.95,92.97,36.82,79.92,64.95,33.15,48.94,41.85,84.4,5.24
T154,2024-02-02 05:50:00+00:00,2024-02-02 07:41:00+00:00,111,-1.02,77.96,40.02,214.09,376.75,339.28,-42.7,105.24,61.01,67.83,68.98,36.03,44.45,48.31,72.2,74.93,34.91,52.22,34.58,34.11,6.11
T155,2024-02-02 06:00:00+00:00,2024-02-02 08:54:00+00:00,174,-2.25,91.51,62.64,337.69,371.55,353.31,-44.78,98.29,50.7,55.63,75.64,77.05,82.65,16.9,73.33,67.6,33.81,56.32,41.32,82.87,3.33
T156,2024-02-02 06:10:00+00:00,2024-02-02 07:57:00+00:00,107,-4.86,82.0,53.69,241.6,371.51,342.61,-45.68,150.87,50.38,58.4,22.94,70.13,62.75,25.01,85.63,55.13,35.97,57.13,37.92,78.59,4.27
T157,2024-02-02 06:20:00+00:00,2024-02-02 06:51:00+00:00,31,-2.34,98.35,43.6,272.42,362.68,345.53,-39.88,119.87,57.25,49.88,55.28,65.93,71.64,48.65,79.27,75.98,36.79,47.57,38.13,97.44,4.64
T158,2024-02-02 06:30:00+00:00,2024-02-02 08:34:00+00:00,124,-1.03,97.74,42.74,129.28,366.62,346.99,-39.71,111.99,68.5,39.0,32.56,45.75,54.79,-5.48,93.06,55.33,33.52,45.48,42.34,94.38,4.55
T159,2024-02-02 06:40:00+00:00,2024-02-02 09:00:00+00:00,140,-4.67,80.4,58.2,276.6,384.51,354.4,-40.66,150.58,61.96,83.75,26.86,59.91,83.76,15.21,78.2,53.85,28.0,47.84,47.11,74.49,6.15
T160,2024-02-02 06:50:00+00:00,2024-02-02 08:41:00+00:00,111,-1.94,83.66,58.31,233.53,377.12,330.25,-47.39,133.84,36.26,39.64,70.01,63.47,81.13,8.4,82.59,64.59,34.99,57.59,39.8,49.55,5.63
T161,2024-02-02 07:00:00+00:00,2024-02-02 09:09:00+00:00,129,-3.15,113.45,53.09,265.13,366.83,361.85,-42.98,118.09,65.64,68.76,40.11,68.88,51.42,32.42,87.18,59.67,29.43,41.44,33.75,32.9,3.28
T162,2024-02-02 07:10:00+00:00,2024-02-02 10:08:00+00:00,178,-2.28,101.39,44.76,184.58,379.04,348.93,-45.68,152.76,55.66,77.47,26.1,49.03,83.81,1.21,78.89,61.67,35.01,50.82,38.84,65.49,4.34
T163,2024-02-02 07:20:00+00:00,2024-02-02 08:04:00+00:00,44,-3.4,111.11,53.22,93.97,362.79,328.71,-41.18,118.78,53.67,55.81,64.34,60.98,88.65,0.21,77.28,74.21,36.43,55.69,43.92,55.51,5.29
T164,2024-02-02 07:30:00+00:00,2024-02-02 07:59:00+00:00,29,-1.92,107.26,58.91,251.19,379.93,334.77,-50.38,110.18,54.24,89.6,40.4,36.77,47.95,37.17,71.37,74.98,36.25,53.99,41.39,80.72,5.58
T165,2024-02-02 07:40:00+00:00,2024-02-02 09:57:00+00:00,137,-1.09,88.38,57.21,230.71,378.14,353.81,-47.08,124.21,67.68,58.08,22.01,37.31,59.19,-3.14,76.91,74.87,34.85,56.24,37.11,75.35,5.1
T166,2024-02-02 07:50:00+00:00,2024-02-02 08:57:00+00:00,67,-4.5,73.71,51.25,293.23,370.71,341.85,-43.55,105.73,51.19,68.48,47.19,22.32,69.53,45.23,85.34,68.71,29.53,39.21,45.04,68.48,5.31
T167,2024-02-02 08:00:00+00:00,2024-02-02 08:27:00+00:00,27,-1.83,91.11,43.38,289.13,368.33,361.82,-40.63,121.46,42.23,55.64,45.6,48.05,66.51,49.96,88.92,71.98,37.23,50.0,46.47,63.71,5.46
T168,2024-02-02 08:10:00+00:00,2024-02-02 09:53:00+00:00,103,-0.84,102.19,40.48,23.63,363.31,336.32,-50.15,147.74,58.6,75.25,66.07,65.37,93.11,25.1,68.3,64.28,33.03,38.04,37.73,53.59,6.78
T169,2024-02-02 08:20:00+00:00,2024-02-02 09:48:00+00:00,88,-1.49,102.01,40.17,312.97,381.51,347.03,-42.46,101.05,43.44,91.18,70.59,75.65,55.99,50.32,77.78,60.28,30.87,50.73,40.38,41.85,4.72
T170,2024-02-02 08:30:00+00:00,2024-02-02 10:03:00+00:00,93,-0.18,76.93,61.79,110.37,384.34,362.16,-48.31,119.5,62.61,93.49,43.01,51.48,70.99,17.62,77.11,69.79,31.12,49.04,43.61,43.65,4.82
T171,2024-02-02 08:40:00+00:00,2024-02-02 10:31:00+00:00,111,-2.05,95.41,55.45,144.56,368.36,337.77,-45.83,154.65,36.87,90.29,77.97,41.74,48.82,6.11,81.39,62.74,35.71,40.02,47.42,66.05,4.75
T172,2024-02-02 08:50:00+00:00,2024-02-02 09:15:00+00:00,25,-0.97,102.0,43.93,185.06,366.95,332.28,-45.69,155.97,40.39,50.06,51.97,23.12,67.64,31.97,84.68,59.2,33.77,50.43,42.59,71.71,5.15
T173,2024-02-02 09:00:00+00:00,2024-02-02 09:47:00+00:00,47,-0.18,103.31,45.32,304.15,365.96,355.76,-42.15,101.73,49.36,67.86,65.64,76.5,41.03,2.42,82.17,67.51,31.83,43.53,39.6,84.32,5.82
T174,2024-02-02 09:10:00+00:00,2024-02-02 10:05:00+00:00,55,-4.48,88.42,41.66,138.46,367.6,339.77,-41.83,130.43,44.48,74.28,72.43,32.06,42.91,52.71,91.64,65.22,29.97,41.21,39.12,40.66,5.35
T175,2024-02-02 09:20:00+00:00,2024-02-02 10:06:00+00:00,46,-0.67,106.61,39.76,125.49,368.32,348.37,-42.83,150.96,37.4,42.66,37.62,46.55,80.4,48.87,94.76,57.05,34.64,47.22,43.77,88.16,5.4
T176,2024-02-02 09:30:00+00:00,2024-02-02 10:02:00+00:00,32,-3.55,110.11,43.67,43.88,369.67,331.73,-35.67,125.76,63.98,59.0,47.26,29.7,90.26,29.9,75.4,56.73,28.89,50.53,40.66,92.55,6.14
T177,2024-02-02 09:40:00+00:00,2024-02-02 11:02:00+00:00,82,-1.2,85.57,48.59,199.32,379.15,337.29,-36.56,104.05,67.37,76.07,44.05,44.84,52.01,50.4,86.73,55.37,36.99,53.51,46.98,87.11,6.26
T178,2024-02-02 09:50:00+00:00,2024-02-02 11:42:00+00:00,112,-1.88,85.01,52.87,226.78,371.35,342.8,-46.16,134.47,67.47,73.35,27.1,40.45,51.17,0.11,75.0,72.83,36.55,50.76,43.53,100.09,3.6
T179,2024-02-02 10:00:00+00:00,2024-02-02 10:44:00+00:00,44,-2.83,114.18,58.59,46.22,362.86,348.05,-48.6,99.66,67.8,44.31,44.57,27.79,61.1,-6.02,81.07,65.75,37.67,47.51,37.39,85.41,5.96
T180,2024-02-02 10:10:00+00:00,2024-02-02 11:09:00+00:00,59,-4.93,110.66,44.63,74.17,371.56,332.15,-46.51,138.73,43.55,59.29,75.17,22.83,51.5,48.49,73.63,69.17,28.05,52.01,46.97,47.08,2.99
T181,2024-02-02 10:20:00+00:00,2024-02-02 13:19:00+00:00,179,-2.33,100.52,57.71,323.88,376.05,350.56,-37.16,154.2,61.44,74.04,45.46,73.67,85.04,15.36,92.65,70.65,30.78,44.49,40.88,22.76,4.77
T182,2024-02-02 10:30:00+00:00,2024-02-02 11:51:00+00:00,81,-1.22,92.21,56.91,329.13,380.85,346.15,-49.24,130.07,37.1,76.96,68.14,68.32,44.33,48.85,91.3,53.91,37.51,49.43,37.23,35.12,3.35
T183,2024-02-02 10:40:00+00:00,2024-02-02 12:09:00+00:00,89,-3.62,83.04,43.24,304.3,384.58,352.3,-51.2,135.2,60.72,49.02,70.2,76.51,45.25,16.28,75.06,74.61,37.97,51.01,45.82,92.56,3.61
T184,2024-02-02 10:50:00+00:00,2024-02-02 13:14:00+00:00,144,-3.76,75.52,53.92,234.32,374.76,357.46,-49.12,138.17,64.28,81.62,39.95,31.55,59.04,4.39,91.85,73.72,32.89,45.96,44.78,89.3,4.57
T185,2024-02-02 11:00:00+00:00,2024-02-02 13:19:00+00:00,139,-0.77,86.34,51.29,5.27,373.13,350.2,-37.13,117.04,64.43,45.48,53.07,30.43,50.48,52.45,73.13,55.32,29.29,52.7,40.55,58.13,3.2
T186,2024-02-02 11:10:00+00:00,2024-02-02 13:43:00+00:00,153,-2.69,103.37,62.46,261.18,364.69,333.57,-46.51,138.15,57.43,53.38,70.25,39.12,63.72,2.36,69.39,63.1,29.63,43.86,41.65,26.93,5.99
T187,2024-02-02 11:20:00+00:00,2024-02-02 13:04:00+00:00,104,-1.95,78.09,48.32,126.56,381.18,338.33,-48.05,98.18,48.04,59.34,49.35,54.58,50.35,25.33,78.28,60.65,30.5,55.94,35.95,75.91,4.52
T188,2024-02-02 11:30:00+00:00,2024-02-02 12:46:00+00:00,76,-4.74,75.82,60.5,201.76,372.94,330.63,-37.36,136.23,56.71,44.9,69.83,71.09,41.68,17.5,75.19,63.42,37.12,39.37,36.37,26.97,3.8
T189,2024-02-02 11:40:00+00:00,2024-02-02 13:47:00+00:00,127,-3.17,73.23,38.51,156.73,367.46,330.11,-36.16,153.99,50.28,65.88,55.95,54.84,80.55,11.96,70.08,60.69,37.0,40.47,40.96,75.49,6.65
T190,2024-02-02 11:50:00+00:00,2024-02-02 13:02:00+00:00,72,-1.8,94.42,57.12,235.15,368.08,347.14,-41.39,136.88,60.85,59.04,59.97,67.54,53.66,28.08,90.79,62.46,33.81,42.59,40.78,40.81,5.42
T191,2024-02-02 12:00:00+00:00,2024-02-02 12:36:00+00:00,36,-4.56,79.7,40.11,273.14,384.02,333.57,-43.09,139.45,69.17,64.58,67.89,72.74,73.89,41.34,70.58,57.97,32.41,41.5,35.59,66.65,3.8
T192,2024-02-02 12:10:00+00:00,2024-02-02 14:19:00+00:00,129,-2.46,88.82,62.23,167.88,375.53,341.49,-37.94,110.65,63.1,91.32,40.52,77.74,91.61,38.61,74.97,54.16,33.85,42.62,38.18,26.34,5.22
T193,2024-02-02 12:20:00+00:00,2024-02-02 13:27:00+00:00,67,-2.3,105.9,49.8,14.94,363.12,341.85,-43.9,132.99,73.84,89.05,74.95,29.49,64.66,35.77,94.4,69.08,34.93,45.87,43.06,38.01,5.45
T194,2024-02-02 12:30:00+00:00,2024-02-02 13:35:00+00:00,65,-3.89,72.2,55.36,136.49,365.6,328.44,-35.44,132.72,67.72,60.17,40.07,33.56,81.08,27.61,73.23,73.43,33.67,53.74,40.22,65.09,3.58
T195,2024-02-02 12:40:00+00:00,2024-02-02 14:46:00+00:00,126,-1.85,81.12,45.82,103.23,370.32,333.13,-48.48,115.94,50.04,94.25,46.9,55.32,53.63,4.39,94.5,63.23,28.52,39.74,38.54,50.81,4.09
T196,2024-02-02 12:50:00+00:00,2024-02-02 15:10:00+00:00,140,-2.04,76.98,53.52,97.67,383.49,347.02,-36.2,105.88,72.92,62.21,43.13,48.71,42.34,57.03,69.56,60.16,37.97,54.1,33.85,27.01,5.16
T197,2024-02-02 13:00:00+00:00,2024-02-02 14:02:00+00:00,62,-1.24,83.22,39.62,100.45,365.01,337.21,-44.79,144.17,37.37,56.8,57.28,52.82,69.85,44.43,70.2,74.17,36.01,42.58,40.56,79.67,5.26
T198,2024-02-02 13:10:00+00:00,2024-02-02 16:08:00+00:00,178,-2.04,99.29,58.58,214.87,373.03,352.31,-36.83,106.08,70.47,44.48,67.83,46.68,88.04,20.95,83.99,67.34,36.17,45.01,46.72,98.36,5.51
T199,2024-02-02 13:20:00+00:00,2024-02-02 15:51:00+00:00,151,-3.35,96.92,45.14,75.82,366.43,333.19,-36.95,99.57,48.75,64.41,48.99,39.81,77.53,37.8,72.45,69.2,36.64,51.13,40.3,81.43,2.83
T200,2024-02-02 13:30:00+00:00,2024-02-02 14:32:00+00:00,62,-4.91,102.74,56.14,334.04,375.48,346.98,-38.7,125.37,42.43,40.73,28.55,22.19,88.36,15.06,89.29,71.42,30.25,39.41,37.18,43.21,4.37
T201,2024-02-02 13:40:00+00:00,2024-02-02 16:30:00+00:00,170,-2.41,107.34,59.92,216.47,365.38,328.97,-40.6,117.79,66.47,63.7,51.74,65.1,59.97,-1.21,90.6,64.76,37.2,42.61,44.98,58.71,6.5
T202,2024-02-02 13:50:00+00:00,2024-02-02 16:38:00+00:00,168,-3.64,81.79,62.82,291.04,381.73,362.27,-43.59,124.7,73.95,85.87,57.71,27.47,66.97,2.49,70.47,65.93,37.11,52.52,33.57,52.66,3.14
T203,2024-02-02 14:00:00+00:00,2024-02-02 16:54:00+00:00,174,-2.6,94.66,42.38,272.75,382.73,346.03,-39.72,109.76,41.84,91.31,70.08,25.09,41.84,-5.45,91.4,57.94,32.55,38.89,35.72,63.69,4.13
T204,2024-02-02 14:10:00+00:00,2024-02-02 16:54:00+00:00,164,-2.58,94.11,40.17,296.73,384.85,335.45,-36.19,104.37,66.81,54.09,64.37,36.73,91.62,24.46,71.44,69.9,29.36,57.1,45.95,42.68,3.38
T205,2024-02-02 14:20:00+00:00,2024-02-02 16:56:00+00:00,156,-1.99,109.64,50.49,57.33,376.84,337.88,-43.26,150.05,68.2,44.42,77.6,44.0,42.77,21.41,94.41,68.68,36.01,41.4,37.37,51.73,3.55
T206,2024-02-02 14:30:00+00:00,2024-02-02 16:54:00+00:00,144,-0.34,108.89,58.35,47.49,382.6,359.35,-42.26,128.12,39.56,88.37,64.57,38.76,60.5,-0.28,85.81,70.42,32.71,44.82,41.91,69.74,4.75
T207,2024-02-02 14:40:00+00:00,2024-02-02 16:07:00+00:00,87,-2.73,101.73,53.78,174.63,370.84,339.03,-46.2,155.56,66.89,73.15,50.83,73.14,57.14,22.11,86.47,74.74,37.02,56.05,45.07,41.13,4.84
T208,2024-02-02 14:50:00+00:00,2024-02-02 16:39:00+00:00,109,-2.28,112.24,40.75,175.42,365.23,354.69,-44.65,121.64,56.69,93.06,70.51,67.79,62.37,46.46,72.5,57.11,32.89,56.42,34.49,79.3,3.31
T209,2024-02-02 15:00:00+00:00,2024-02-02 15:28:00+00:00,28,-2.93,83.84,51.29,266.98,382.28,336.45,-40.88,131.39,61.81,38.21,32.68,28.58,56.96,17.38,90.4,72.73,30.66,47.34,47.44,34.34,6.14
T210,2024-02-02 15:10:00+00:00,2024-02-02 17:54:00+00:00,164,-1.68,97.57,51.86,214.93,383.69,335.79,-42.21,127.3,54.16,47.48,45.64,54.64,77.33,-0.26,71.58,74.96,35.72,40.8,37.01,69.41,3.86
T211,2024-02-02 15:20:00+00:00,2024-02-02 16:40:00+00:00,80,-1.79,75.37,47.11,115.35,367.51,352.45,-41.02,123.15,47.4,76.77,27.42,38.31,91.68,0.5,84.6,72.89,32.81,55.91,42.57,34.36,5.03
T212,2024-02-02 15:30:00+00:00,2024-02-02 18:25:00+00:00,175,-3.99,104.26,53.52,124.07,365.36,336.67,-40.62,103.14,64.34,54.97,35.97,55.66,81.71,42.01,89.68,74.67,33.73,39.81,34.79,27.74,6.72
T213,2024-02-02 15:40:00+00:00,2024-02-02 18:13:00+00:00,153,-1.88,104.26,57.8,142.0,369.35,340.33,-40.37,110.22,51.46,62.08,36.35,42.11,63.05,52.0,81.41,56.08,29.13,40.42,46.33,58.2,4.72
T214,2024-02-02 15:50:00+00:00,2024-02-02 17:04:00+00:00,74,-4.33,96.76,38.52,298.13,366.16,351.88,-45.39,155.57,71.25,65.65,69.43,34.18,38.3,19.94,69.83,62.27,32.3,50.22,37.79,35.43,4.45
T215,2024-02-02 16:00:00+00:00,2024-02-02 17:06:00+00:00,66,-0.43,113.06,41.62,324.28,363.3,360.04,-35.5,127.54,44.12,42.15,62.11,31.75,66.67,33.39,83.49,64.75,35.66,44.97,41.04,33.4,5.26
T216,2024-02-02 16:10:00+00:00,2024-02-02 17:53:00+00:00,103,-2.62,104.01,56.35,44.84,380.54,355.67,-47.12,148.0,52.59,70.6,56.4,50.75,68.59,10.21,82.43,56.99,28.82,47.58,33.91,51.62,4.52
T217,2024-02-02 16:20:00+00:00,2024-02-02 16:59:00+00:00,39,-0.22,108.76,60.92,16.44,382.21,356.1,-47.66,118.42,40.61,42.02,74.49,28.03,93.48,9.37,81.64,66.43,33.57,45.18,40.2,55.99,5.42
T218,2024-02-02 16:30:00+00:00,2024-02-02 17:35:00+00:00,65,-3.65,84.01,62.67,220.09,382.7,333.32,-43.84,134.86,73.03,89.29,58.62,35.99,43.46,-9.87,92.51,68.24,30.86,41.56,43.68,86.14,3.22
T219,2024-02-02 16:40:00+00:00,2024-02-02 18:59:00+00:00,139,-2.66,97.99,59.76,140.32,369.31,359.4,-39.37,113.61,55.2,46.62,28.96,48.84,46.8,26.12,88.94,65.63,28.26,43.94,39.52,38.33,5.33
T220,2024-02-02 16:50:00+00:00,2024-02-02 18:31:00+00:00,101,-0.39,101.28,41.77,255.23,381.05,360.2,-48.92,140.82,50.98,54.22,64.99,38.48,74.6,32.67,82.53,74.58,35.78,41.51,41.95,101.65,5.84
